target,window,seed,best_epoch,val_loss,test_loss,top1,top5
RN50__layer2__fov,600_700,3,3,7.456,5.246,0.005,0.035
RN50__layer2__fov,600_700,4,2,7.4667,5.2949,0.01,0.03
RN50__layer2__fov,700_800,0,2,7.4763,5.2998,0.0,0.02
RN50__layer2__fov,700_800,1,3,7.4921,5.2745,0.02,0.045
RN50__layer2__fov,700_800,2,2,7.487,5.299,0.0,0.015
RN50__layer2__fov,700_800,3,3,7.4595,5.2561,0.01,0.03
RN50__layer2__fov,700_800,4,2,7.4755,5.2908,0.01,0.04
RN50__layer2__fov,800_900,0,2,7.4825,5.321,0.005,0.015
RN50__layer2__fov,800_900,1,2,7.4751,5.3072,0.005,0.02
RN50__layer2__fov,800_900,2,2,7.485,5.3191,0.005,0.015
RN50__layer2__fov,800_900,3,2,7.4789,5.2886,0.005,0.015
RN50__layer2__fov,800_900,4,2,7.4766,5.3111,0.005,0.035
RN50__layer2__fov,900_1000,0,2,7.4861,5.3188,0.005,0.01
RN50__layer2__fov,900_1000,1,3,7.475,5.2931,0.0,0.02
RN50__layer2__fov,900_1000,2,2,7.5012,5.3073,0.0,0.015
RN50__layer2__fov,900_1000,3,2,7.4765,5.2844,0.01,0.035
RN50__layer2__fov,900_1000,4,2,7.4757,5.3266,0.005,0.02
RN50__layer3,0_100,0,21,7.0366,4.3653,0.05,0.165
RN50__layer3,0_100,1,19,7.099,4.3394,0.07,0.185
RN50__layer3,0_100,2,21,7.0498,4.3386,0.045,0.175
RN50__layer3,0_100,3,24,7.0569,4.3603,0.055,0.185
RN50__layer3,0_100,4,19,7.0687,4.375,0.05,0.165
RN50__layer3,100_200,0,40,6.2179,2.9517,0.3,0.605
RN50__layer3,100_200,1,38,6.2112,2.9619,0.305,0.65
RN50__layer3,100_200,2,36,6.2027,2.9485,0.315,0.63
RN50__layer3,100_200,3,47,6.2471,2.9905,0.315,0.615
RN50__layer3,100_200,4,40,6.2076,2.9378,0.325,0.645
RN50__layer3,200_300,0,26,6.38,3.1785,0.22,0.52
RN50__layer3,200_300,1,26,6.4056,3.1648,0.25,0.54
RN50__layer3,200_300,2,34,6.3582,3.1254,0.24,0.52
RN50__layer3,200_300,3,36,6.3589,3.156,0.25,0.55
RN50__layer3,200_300,4,42,6.4059,3.0897,0.25,0.53
RN50__layer3,300_400,0,19,6.9936,3.9586,0.12,0.31
RN50__layer3,300_400,1,19,6.9465,3.9568,0.12,0.285
RN50__layer3,300_400,2,21,6.9568,3.9488,0.11,0.26
RN50__layer3,300_400,3,18,6.9351,4.0341,0.085,0.275
RN50__layer3,300_400,4,17,7.0031,3.986,0.125,0.285
RN50__layer3,400_500,0,9,7.3785,4.7406,0.04,0.15
RN50__layer3,400_500,1,10,7.3685,4.7029,0.045,0.175
RN50__layer3,400_500,2,7,7.3848,4.8475,0.02,0.08
RN50__layer3,400_500,3,8,7.3565,4.7849,0.025,0.11
RN50__layer3,400_500,4,6,7.3852,4.885,0.01,0.09
RN50__layer3,500_600,0,4,7.4769,5.2914,0.005,0.035
RN50__layer3,500_600,1,3,7.4852,5.2458,0.0,0.035
RN50__layer3,500_600,2,3,7.4818,5.2718,0.0,0.025
RN50__layer3,500_600,3,3,7.4977,5.2482,0.0,0.06
RN50__layer3,500_600,4,3,7.4913,5.2883,0.0,0.01
RN50__layer3,600_700,0,2,7.5047,5.3277,0.0,0.015
RN50__layer3,600_700,1,2,7.4896,5.2864,0.01,0.04
RN50__layer3,600_700,2,2,7.5033,5.3224,0.005,0.015
RN50__layer3,600_700,3,3,7.4868,5.2912,0.005,0.03
RN50__layer3,600_700,4,2,7.5038,5.3377,0.005,0.04
RN50__layer3,700_800,0,3,7.5,5.3435,0.01,0.015
RN50__layer3,700_800,1,2,7.4977,5.2904,0.01,0.045
RN50__layer3,700_800,2,3,7.5015,5.3299,0.005,0.015
RN50__layer3,700_800,3,3,7.5023,5.3223,0.015,0.04
RN50__layer3,700_800,4,2,7.5023,5.3296,0.005,0.03
RN50__layer3,800_900,0,3,7.5032,5.3449,0.0,0.02
RN50__layer3,800_900,1,2,7.4915,5.3107,0.01,0.05
RN50__layer3,800_900,2,2,7.5025,5.339,0.0,0.04
RN50__layer3,800_900,3,3,7.5021,5.3394,0.005,0.025
RN50__layer3,800_900,4,2,7.5028,5.3396,0.0,0.025
RN50__layer3,900_1000,0,3,7.5076,5.3546,0.025,0.04
RN50__layer3,900_1000,1,2,7.5096,5.318,0.01,0.02
RN50__layer3,900_1000,2,2,7.5178,5.3489,0.005,0.03
RN50__layer3,900_1000,3,3,7.5184,5.3405,0.0,0.04
RN50__layer3,900_1000,4,2,7.5041,5.3568,0.0,0.025
RN50__layer3__fov,0_100,0,21,7.035,4.3337,0.06,0.205
RN50__layer3__fov,0_100,1,19,7.0695,4.3754,0.055,0.185
RN50__layer3__fov,0_100,2,27,7.0168,4.2729,0.065,0.225
RN50__layer3__fov,0_100,3,20,7.039,4.3284,0.05,0.19
RN50__layer3__fov,0_100,4,19,7.0738,4.3244,0.065,0.19
RN50__layer3__fov,100_200,0,40,6.2011,2.9085,0.325,0.635
RN50__layer3__fov,100_200,1,38,6.1854,2.9342,0.285,0.655
RN50__layer3__fov,100_200,2,36,6.1889,2.928,0.315,0.63
RN50__layer3__fov,100_200,3,47,6.2176,2.9412,0.32,0.63
RN50__layer3__fov,100_200,4,35,6.1785,2.9405,0.315,0.61
RN50__layer3__fov,200_300,0,26,6.3798,3.1387,0.21,0.54
RN50__layer3__fov,200_300,1,37,6.3845,3.1093,0.25,0.57
RN50__layer3__fov,200_300,2,34,6.3316,3.0888,0.23,0.575
RN50__layer3__fov,200_300,3,40,6.3279,3.0947,0.23,0.565
RN50__layer3__fov,200_300,4,38,6.3947,3.0896,0.24,0.545
RN50__layer3__fov,300_400,0,19,6.9811,3.9562,0.09,0.31
RN50__layer3__fov,300_400,1,19,6.9387,3.9487,0.105,0.315
RN50__layer3__fov,300_400,2,21,6.936,3.9229,0.115,0.325
