condition,target,window,seed,epoch,train_loss,val_loss,val_minus_train,train_top1,train_top5,val_top1,val_top5,learning_rate,temperature,n_parameters
linear_fixed_temperature,RN50__attnpool,100_200,0,1,6.225088596343994,6.914402008056641,0.6893134117126465,0.0755743682384491,0.18621523678302765,0.009673519060015678,0.02660217694938183,0.0009890738003669028,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,2,5.627681732177734,6.783870697021484,1.15618896484375,0.15779927372932434,0.3204353153705597,0.009068924002349377,0.03748488798737526,0.0009567727288213003,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,3,5.268730163574219,6.739353179931641,1.4706230163574219,0.24062879383563995,0.4328899681568146,0.009673519060015678,0.04111245647072792,0.0009045084971874737,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,4,4.982581615447998,6.725313186645508,1.7427315711975098,0.3313180208206177,0.5344619154930115,0.01027811411768198,0.047763001173734665,0.0008345653031794292,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,5,4.77947998046875,6.715950965881348,1.9364709854125977,0.38391777873039246,0.623941957950592,0.01027811411768198,0.04474002495408058,0.00075,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,6,4.602145195007324,6.72786808013916,2.125722885131836,0.44377267360687256,0.6753325462341309,0.011487304233014584,0.04715840518474579,0.0006545084971874737,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,7,4.465579986572266,6.73494815826416,2.2693681716918945,0.4836759567260742,0.7230955362319946,0.013905683532357216,0.04897218942642212,0.0005522642316338268,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,8,4.3554558753967285,6.725648880004883,2.3701930046081543,0.5284159779548645,0.7575574517250061,0.013301088474690914,0.0519951656460762,0.0004477357683661734,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,9,4.264650344848633,6.742457389831543,2.47780704498291,0.5610641241073608,0.787182629108429,0.010882709175348282,0.05018138140439987,0.0003454915028125264,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,10,4.197941780090332,6.7472944259643555,2.5493526458740234,0.5804111361503601,0.8041112422943115,0.010882709175348282,0.0519951656460762,0.0002500000000000001,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,11,4.146620273590088,6.75516414642334,2.608543872833252,0.6015719771385193,0.8155985474586487,0.011487304233014584,0.04836759716272354,0.00016543469682057103,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,12,4.116623878479004,6.758262634277344,2.64163875579834,0.6094316840171814,0.8288996815681458,0.012091899290680885,0.04474002495408058,9.549150281252631e-05,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,13,4.098398685455322,6.761835098266602,2.6634364128112793,0.6185006499290466,0.8361548185348511,0.01027811411768198,0.04836759716272354,4.322727117869951e-05,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,14,4.091638565063477,6.763202667236328,2.6715641021728516,0.6172914505004883,0.8379685878753662,0.010882709175348282,0.047763001173734665,1.0926199633097156e-05,0.07,807936
linear_fixed_temperature,RN50__attnpool,100_200,0,15,4.089847564697266,6.763949871063232,2.674102306365967,0.6197097897529602,0.8391777873039246,0.010882709175348282,0.04836759716272354,0.0,0.07,807936
