target,window,seed,best_epoch_wd1e-2,best_val_loss_wd1e-2,test_loss_at_best_wd1e-2,test_top1_at_best_wd1e-2,test_top5_at_best_wd1e-2,train_loss_at_best_wd1e-2,gap_at_best_wd1e-2,final_gap_wd1e-2,best_epoch_wd1e-4,best_val_loss_wd1e-4,test_loss_at_best_wd1e-4,test_top1_at_best_wd1e-4,test_top5_at_best_wd1e-4,train_loss_at_best_wd1e-4,gap_at_best_wd1e-4,final_gap_wd1e-4,delta_best_val_wd1e-4_minus_wd1e-2,delta_test_loss_wd1e-4_minus_wd1e-2,delta_test_top1_wd1e-4_minus_wd1e-2,delta_gap_at_best_wd1e-4_minus_wd1e-2
ViT-B-16__block12,500_600,1,3,7.523749351501465,5.348555564880371,0.014999999664723873,0.03999999910593033,7.032748699188232,0.4910006523132324,1.2220659255981445,3,7.5237507820129395,5.348556995391846,0.014999999664723873,0.03999999910593033,7.03278923034668,0.49096155166625977,1.2218079566955566,1.430511474609375e-06,1.430511474609375e-06,0.0,-3.910064697265625e-05
ViT-L-14__block4,100_200,0,30,6.397214889526367,3.4198131561279297,0.1850000023841858,0.4899999797344208,5.346662521362305,1.0505523681640625,1.0505523681640625,30,6.397261619567871,3.419928550720215,0.1850000023841858,0.4899999797344208,5.346868515014648,1.0503931045532227,1.0503931045532227,4.673004150390625e-05,0.00011539459228515625,0.0,-0.00015926361083984375
ViT-L-14__block4,100_200,1,30,6.431070327758789,3.422666072845459,0.17999999225139618,0.4699999988079071,5.34294319152832,1.0881271362304688,1.0881271362304688,30,6.43111515045166,3.422776222229004,0.17999999225139618,0.4699999988079071,5.343161582946777,1.0879535675048828,1.0879535675048828,4.482269287109375e-05,0.00011014938354492188,0.0,-0.0001735687255859375
ViT-L-14__block4,300_400,0,16,7.1772871017456055,4.462608337402344,0.03999999910593033,0.20999999344348907,6.331119537353516,0.8461675643920898,0.962153434753418,16,7.1772942543029785,4.462654113769531,0.03999999910593033,0.20999999344348907,6.331240653991699,0.8460536003112793,0.962005615234375,7.152557373046875e-06,4.57763671875e-05,0.0,-0.00011396408081054688
ViT-L-14__block4,300_400,1,14,7.167275905609131,4.502656936645508,0.04999999701976776,0.2149999886751175,6.373404502868652,0.7938714027404785,0.9524955749511719,14,7.167269706726074,4.502688407897949,0.04999999701976776,0.2149999886751175,6.3735151290893555,0.7937545776367188,0.9523401260375977,-6.198883056640625e-06,3.147125244140625e-05,0.0,-0.00011682510375976562
ViT-L-14__block4,500_600,0,3,7.444952011108398,5.261898994445801,0.009999999776482582,0.044999998062849045,7.233297348022461,0.2116546630859375,0.6368403434753418,3,7.444952011108398,5.261902809143066,0.009999999776482582,0.044999998062849045,7.233307838439941,0.21164417266845703,0.6367793083190918,0.0,3.814697265625e-06,0.0,-1.049041748046875e-05
ViT-L-14__block4,500_600,1,3,7.444699764251709,5.264223098754883,0.009999999776482582,0.03999999910593033,7.234269142150879,0.21043062210083008,0.6442747116088867,3,7.444699287414551,5.264223098754883,0.009999999776482582,0.03999999910593033,7.234279632568359,0.2104196548461914,0.6442079544067383,-4.76837158203125e-07,0.0,0.0,-1.0967254638671875e-05
ViT-L-14__block24,100_200,0,26,6.895943641662598,4.321288108825684,0.07999999821186066,0.26499998569488525,5.1695098876953125,1.7264337539672852,1.7324724197387695,26,6.895944595336914,4.321317672729492,0.07999999821186066,0.26499998569488525,5.170063018798828,1.725881576538086,1.731917381286621,9.5367431640625e-07,2.956390380859375e-05,0.0,-0.0005521774291992188
ViT-L-14__block24,100_200,1,26,6.920995712280273,4.329695701599121,0.05999999865889549,0.23499999940395355,5.178059101104736,1.742936611175537,1.7488813400268555,26,6.921008586883545,4.329746246337891,0.05999999865889549,0.23499999940395355,5.178615570068359,1.7423930168151855,1.7483348846435547,1.2874603271484375e-05,5.054473876953125e-05,0.0,-0.0005435943603515625
ViT-L-14__block24,300_400,0,30,7.161032676696777,4.5037360191345215,0.07000000029802322,0.2149999886751175,5.453849792480469,1.7071828842163086,1.7071828842163086,30,7.161040306091309,4.503754615783691,0.07000000029802322,0.2149999886751175,5.454378128051758,1.7066621780395508,1.7066621780395508,7.62939453125e-06,1.8596649169921875e-05,0.0,-0.0005207061767578125
ViT-L-14__block24,300_400,1,30,7.152193069458008,4.49662446975708,0.044999998062849045,0.19999998807907104,5.494014263153076,1.6581788063049316,1.6581788063049316,30,7.1522088050842285,4.496652603149414,0.044999998062849045,0.19999998807907104,5.494542121887207,1.6576666831970215,1.6576666831970215,1.5735626220703125e-05,2.8133392333984375e-05,0.0,-0.0005121231079101562
ViT-L-14__block24,500_600,0,5,7.538115501403809,5.292640209197998,0.019999999552965164,0.04999999701976776,6.770197868347168,0.7679176330566406,1.366866111755371,5,7.538117408752441,5.29265022277832,0.019999999552965164,0.04999999701976776,6.770291328430176,0.7678260803222656,1.366544246673584,1.9073486328125e-06,1.0013580322265625e-05,0.0,-9.1552734375e-05
ViT-L-14__block24,500_600,1,7,7.52896785736084,5.287920951843262,0.0,0.04999999701976776,6.583116054534912,0.9458518028259277,1.430325984954834,7,7.528970718383789,5.287932395935059,0.0,0.04999999701976776,6.583256721496582,0.945713996887207,1.429945945739746,2.86102294921875e-06,1.1444091796875e-05,0.0,-0.00013780593872070312
